y,fixacidity,volaacidity,ressugar,chlorides,freesulfdioxid,density,pH,sulphates,alcohol
0,0.8831,-0.876,-1.0432,-0.2642,0.1583,-1.0136,-1.7766,-0.612,0.7198
0,0.5276,-0.5788,1.7761,0.1935,1.1579,1.978,0.8724,0.8776,-1.3117
0,-0.6574,0.1149,0.0214,-0.31,0.4523,0.316,-0.2534,-0.4368,-0.9867
1,-0.0649,0.7095,-0.7869,0.102,-0.0181,-1.0136,0.6075,-0.2615,1.2073
1,-0.4204,-0.876,-0.9841,-0.2642,-0.2533,-0.6812,1.1373,0.4395,0.2322
0,-0.7759,-1.5697,-0.1363,-0.0811,1.2167,0.316,2.1969,-1.0501,-0.0116
1,-1.0129,-1.4706,-0.1363,-0.3557,1.2167,0.316,2.6605,-0.5244,0.0697
1,-0.5389,-0.2815,-0.9841,-0.2642,0.3935,-1.0136,0.0115,-0.0863,0.6385
0,0.0536,0.4122,-0.9841,0.2393,-1.1941,-0.0164,0.2102,-0.9625,-0.8242
0,0.8831,-0.876,-1.0432,-0.2642,0.1583,-1.0136,-1.7766,-0.612,0.7198
1,-0.1834,-1.4706,-1.0235,0.0104,-0.0181,-0.3488,0.9386,-1.4006,-0.3366
0,0.1721,-1.3715,-1.0827,-0.4015,-0.7825,-1.0136,0.4088,-0.5244,0.3135
0,0.8831,-0.0833,-0.5109,0.5597,-0.9589,0.6484,-0.2534,-0.3491,-1.3117
0,0.5276,-0.5788,1.7761,0.1935,1.1579,1.978,0.8724,0.8776,-1.3117
0,0.6461,3.5834,1.5297,5.5945,0.3935,1.3132,-1.909,0.0013,-0.9867
0,0.8831,0.0158,-0.8855,0.285,-0.7237,-0.0164,0.4088,-0.7873,-0.0928
1,1.7126,-0.1824,0.5537,-0.1727,0.3347,-0.0164,-0.5845,-0.9625,1.2073
0,4.5567,-0.5788,0.3566,-0.0811,0.0995,1.3132,-2.1077,1.6662,-0.8242
0,4.5567,-0.5788,0.3566,-0.0811,0.0995,1.3132,-2.1077,1.6662,-0.8242
1,0.0536,-0.4797,-0.7278,-0.6304,-0.6649,-1.346,-0.3196,-0.9625,1.5324
1,-0.7759,0.214,-0.925,-0.6304,-0.3121,-1.0136,0.6075,-0.6996,0.5572
0,0.0536,-0.0833,-0.925,0.0562,-1.7233,-0.3488,-0.2534,1.7538,0.7198
0,0.0536,0.0158,-0.925,0.1935,-1.4881,-0.3488,-0.1872,1.929,0.7198
1,0.0536,0.0158,-0.9447,0.0562,0.6287,-0.6812,1.0711,-0.9625,0.476
0,0.0536,1.7996,-1.0827,0.3766,-1.7821,-0.6812,-0.5845,-0.612,-0.0928
1,0.0536,1.0068,0.4157,-0.0811,0.0407,-0.3488,1.2698,-1.2254,1.2073
1,-1.3684,1.5023,-0.1363,-0.31,-0.6649,-0.6812,2.3294,1.0528,1.4511
0,-0.3019,2.7906,-0.6489,-0.0354,-0.4297,-0.0164,-0.4521,-1.2254,-1.1492
0,0.2906,0.8086,-1.0038,0.0104,-0.6061,-0.6812,0.3426,-1.4006,-0.0116
0,-0.0649,-0.4797,-0.9447,0.0562,-1.7821,-0.3488,0.2764,1.8414,0.7198
0,-0.7759,0.5113,-1.0038,-0.1727,-0.5473,0.6484,3.8525,1.3157,-0.8242
1,-1.4869,2.0969,-0.3729,-0.31,-1.0765,-1.0136,1.5347,3.5939,2.5887
0,-0.3019,1.4032,-0.7081,-0.5388,-1.1941,-1.346,0.6075,0.1766,2.345
1,0.5276,-0.9751,-1.0235,-0.0811,-1.3705,-0.6812,0.0777,-0.0863,0.6385
0,1.4756,-0.876,-1.0827,-0.4015,2.2162,-0.3488,-0.8494,-1.313,-0.4179
0,-1.1314,-0.876,0.1989,-0.5388,-0.1357,0.316,1.9982,-0.612,-0.3366
0,-0.7759,-1.1733,-0.9841,-0.7677,-0.7237,-1.346,0.4751,-0.612,1.3698
0,-0.3019,1.4032,-0.7081,-0.5388,-1.1941,-1.346,0.6075,0.1766,2.345
0,-1.3684,-1.3715,-0.3532,-0.1727,-0.9589,0.316,0.8062,-0.612,-0.9867
1,-1.4869,2.0969,-0.3729,-0.31,-1.0765,-1.0136,1.5347,3.5939,2.5887
1,0.0536,-0.876,-0.9447,-0.31,-0.4885,-1.346,-0.6508,-0.2615,1.4511
1,0.5276,-0.9751,-1.0235,-0.0811,-1.3705,-0.6812,0.0777,-0.0863,0.6385
1,0.5276,-0.2815,1.3227,0.1935,-0.0181,1.6456,-0.9819,-0.2615,-1.3117
1,0.5276,-0.2815,1.3227,0.1935,-0.0181,1.6456,-0.9819,-0.2615,-1.3117
0,0.1721,-0.7769,-0.1363,-0.4931,-0.1945,-0.3488,0.0115,-0.2615,0.801
1,0.5276,-0.2815,1.3227,0.1935,-0.0181,1.6456,-0.9819,-0.2615,-1.3117
0,-0.6574,3.8807,1.2241,0.285,1.2755,1.3132,-0.121,0.2642,-0.9867
1,0.6461,1.205,-0.1955,-0.0811,-0.2533,-0.0164,0.74,0.089,0.476
1,0.2906,-0.1824,-0.8264,-0.0811,-0.3709,-0.0164,1.0049,1.3157,0.3135
0,2.5421,0.3131,0.0411,-0.1269,-1.4293,-0.0164,-1.909,-0.9625,0.8823
0,-0.6574,1.1059,0.1003,1.0631,-1.5469,-0.0164,-0.2534,-1.2254,-0.2554
1,1.5941,-0.5788,0.0806,-0.5388,-1.3705,-0.0164,-1.1806,-0.9625,-0.0116
0,0.2906,-0.876,-0.5504,-0.5846,-1.1353,-0.3488,-1.8428,2.5424,0.7198
1,0.5276,-0.2815,1.3227,0.1935,-0.0181,1.6456,-0.9819,-0.2615,-1.3117
0,1.2386,-0.7769,-1.0235,-0.2642,-0.3709,-0.3488,-0.3196,-0.6996,0.0697
0,0.2906,-0.1824,-0.0969,-0.4015,0.2171,-0.3488,0.8062,-0.7873,0.8823
0,0.1721,-0.7769,-0.1363,-0.4931,-0.1945,-0.3488,0.0115,-0.2615,0.801
1,0.0536,0.214,-0.4518,-0.4931,-0.5473,-0.3488,0.4088,2.63,1.4511
0,1.4756,0.1149,0.1397,-0.1727,-0.7825,-0.0164,-0.3196,-0.6996,0.2322
0,-1.2499,-1.0742,-0.9841,-0.4015,1.1579,-1.0136,0.6737,-0.9625,0.6385
0,-1.1314,1.4032,-1.1024,-0.3557,-0.7825,-0.3488,1.1373,-1.1378,-0.9867
0,-0.3019,-0.4797,-1.0038,-0.0354,-1.1353,-0.3488,1.1373,0.9652,-0.4179
0,2.0681,2.6915,1.8057,0.5139,0.0113,1.978,-0.9819,1.2281,0.3947
0,0.0536,0.7095,-1.063,-0.0811,-1.0177,-0.6812,-0.3859,0.5271,-0.2554
1,0.8831,-1.3715,-0.9447,-0.2642,-0.4885,-0.6812,-0.7832,-0.7873,0.2322
0,2.7791,0.0158,1.0663,-0.1727,-0.3709,1.3132,-0.5845,-1.313,-0.3366
0,-0.7759,-0.9751,-0.3729,0.0562,-1.0765,-0.6812,0.5413,-1.0501,0.8823
0,-1.8425,-1.0742,-1.0432,0.2393,-0.6061,-0.3488,0.8724,-0.1739,-1.1492
0,3.4901,-0.2815,0.7115,0.4681,0.0407,1.3132,-0.8494,-0.5244,-0.4179
0,1.4756,0.1149,0.1397,-0.1727,-0.7825,-0.0164,-0.3196,-0.6996,0.2322
0,-0.0649,-0.5788,-1.0827,0.285,-0.5473,-1.0136,0.4088,-1.2254,0.7198
0,0.4091,-0.5788,-1.063,-0.0354,-0.0769,-1.346,-0.9157,-1.313,1.7761
0,0.6461,-0.2815,-1.0432,-0.1727,-0.0181,-0.6812,-0.3859,0.5271,0.6385
1,1.5941,-0.9751,-1.0432,-0.5846,-0.4297,-0.6812,-1.2468,1.6662,-0.0928
0,-0.8944,-0.5788,-0.9644,0.2393,-1.0177,-0.3488,0.74,-0.2615,-0.7429
0,0.1721,1.1059,-1.063,0.102,-1.6057,-0.6812,-1.2468,-1.5759,-0.3366
0,-0.8944,-0.5788,-0.9644,0.2393,-1.0177,-0.3488,0.74,-0.2615,-0.7429
1,-0.4204,0.8086,-0.6884,-0.7219,-1.1353,-1.346,-0.5845,0.0013,1.2886
0,0.2906,0.1149,-1.0235,-0.6761,-0.1945,-1.6784,-0.7832,-1.4006,1.3698
0,0.6461,-0.2815,-1.0432,-0.1727,-0.0181,-0.6812,-0.3859,0.5271,0.6385
0,0.0536,-0.4797,1.5395,0.3308,-0.9589,1.3132,-0.121,0.089,-0.7429
0,1.9496,2.7906,2.2592,0.2393,0.9227,2.3104,-1.313,1.8414,-1.068
1,1.5941,-0.9751,-1.0432,-0.5846,-0.4297,-0.6812,-1.2468,1.6662,-0.0928
0,-0.6574,-0.4797,0.1397,0.1935,1.8634,0.316,0.2764,-1.313,-0.8242
0,-0.8944,-0.2815,0.2383,0.285,1.8634,0.6484,-0.1872,-0.1739,-1.3117
0,0.4091,-0.1824,1.4212,0.1935,1.2167,1.3132,-1.0481,-0.4368,-1.393
0,0.4091,0.3131,-0.9841,0.5139,-1.0765,-0.3488,-0.1872,-1.2254,-0.0116
0,1.3571,-0.2815,-1.0235,0.697,-0.4885,-0.0164,-0.717,-1.313,-0.9054
0,0.1721,-0.9751,-0.2152,-0.2642,-0.0769,-1.0136,0.3426,-0.7873,1.3698
0,1.1201,1.5023,1.3029,-0.5846,0.0995,0.6484,-0.3196,-1.2254,0.6385
0,1.7126,-0.7769,-0.3828,-0.0811,-0.1357,-0.6812,0.4088,-0.612,1.3698
0,-0.6574,-0.0833,-1.0235,0.7885,-0.0181,-1.0136,1.2698,-0.612,1.3698
0,0.6461,-1.1733,-1.0235,0.4224,-1.0177,-0.6812,0.2764,-0.1739,0.5572
0,0.6461,-1.1733,-1.0235,0.4224,-1.0177,-0.6812,0.2764,-0.1739,0.5572
0,0.0536,-0.876,0.0411,-0.4473,0.8051,-0.3488,0.0777,-1.9264,0.801
0,1.1201,1.5023,1.3029,-0.5846,0.0995,0.6484,-0.3196,-1.2254,0.6385
0,0.4091,1.205,-1.0432,0.102,-1.4293,-0.3488,-1.1806,-0.612,-0.9867
0,1.1201,1.5023,1.3029,-0.5846,0.0995,0.6484,-0.3196,-1.2254,0.6385
1,0.8831,2.3942,1.5001,-0.5388,0.0995,0.6484,-0.3196,-0.9625,1.0448
0,1.7126,-0.6779,2.6436,0.3766,0.8639,2.3104,-1.313,0.4395,-1.068
0,0.0536,0.6104,0.9481,1.0631,0.5111,0.9808,-1.2468,2.8053,-1.068
0,-0.6574,-0.0833,-1.0235,0.7885,-0.0181,-1.0136,1.2698,-0.612,1.3698
0,1.7126,-0.7769,-0.3828,-0.0811,-0.1357,-0.6812,0.4088,-0.612,1.3698
0,0.2906,-0.5788,-0.7278,-0.0811,0.3935,-1.0136,0.8062,-0.6996,1.3698
0,1.2386,-1.6688,-0.3729,0.102,-0.4885,0.316,0.3426,-0.612,0.0697
0,1.9496,-1.0742,-0.5504,0.1935,-0.3709,-0.3488,0.6075,-0.7873,1.5324
0,-0.5389,-1.2724,-0.1955,0.102,1.0991,0.316,2.4618,-0.4368,0.2322
0,0.6461,-1.1733,-1.0235,0.4224,-1.0177,-0.6812,0.2764,-0.1739,0.5572
0,1.7126,-0.876,-1.0235,0.2393,-1.4293,-0.6812,-0.8494,-0.2615,0.3947
1,1.3571,1.6014,0.534,-0.6761,0.6287,-0.3488,-0.1872,-1.9264,1.7761
0,0.1721,-0.7769,-1.1024,-0.0811,-0.9589,-0.3488,1.7996,0.3518,-0.2554
0,0.0536,-0.876,0.0411,-0.4473,0.8051,-0.3488,0.0777,-1.9264,0.801
1,0.2906,-0.2815,-0.6686,-0.7219,-0.3121,-1.346,-0.3859,-0.8749,1.4511
0,-0.4204,-0.3806,-0.9447,0.0104,-1.1941,-0.3488,0.0115,-0.8749,-0.5804
0,0.4091,1.205,-1.0432,0.102,-1.4293,-0.3488,-1.1806,-0.612,-0.9867
1,0.8831,2.3942,1.5001,-0.5388,0.0995,0.6484,-0.3196,-0.9625,1.0448
0,1.1201,1.5023,1.3029,-0.5846,0.0995,0.6484,-0.3196,-1.2254,0.6385
0,1.1201,-0.6779,-0.994,0.285,-1.7233,-1.0136,-0.2534,-1.8387,0.7198
0,0.1721,-0.7769,-0.0969,-0.3557,0.2171,-0.0164,0.1439,-0.0863,0.2322
0,0.0536,-0.2815,-0.5504,0.5139,-1.3117,-0.0164,-1.313,-0.0863,-0.8242
0,0.4091,-1.9661,-1.0038,0.1935,-1.0177,0.316,1.7996,-0.4368,-0.2554
0,0.2906,5.6645,0.4552,-0.8135,0.2759,0.6484,0.2102,-1.1378,0.1509
0,0.8831,2.2951,-1.0235,-0.2642,-1.4881,-0.6812,-0.9157,-1.7511,0.2322
0,1.2386,-0.5788,-0.3532,-0.0811,0.2171,-0.3488,-1.313,-1.8387,0.801
0,1.0016,-1.1733,-0.8658,0.4681,-0.9001,0.316,0.8724,0.0013,0.1509
0,0.4091,-1.9661,-1.0038,0.1935,-1.0177,0.316,1.7996,-0.4368,-0.2554
0,-0.3019,-0.2815,-0.925,0.102,-0.5473,-0.0164,1.2035,0.9652,-0.3366
0,-0.1834,-1.1733,-0.7869,0.0104,1.2755,0.316,2.8591,2.8053,-0.0928
0,0.0536,-0.2815,-0.5504,0.5139,-1.3117,-0.0164,-1.313,-0.0863,-0.8242
0,0.7646,0.4122,-0.3532,0.3308,-1.6057,0.6484,-0.3196,0.089,-1.1492
0,0.6461,0.0158,-0.9644,-0.5388,-0.9001,-0.6812,-1.3792,-0.8749,0.0697
0,-0.7759,-1.2724,-1.0827,-0.5846,-1.0765,-0.3488,0.74,1.8414,-0.9054
0,-0.1834,-0.2815,2.5648,0.3766,0.5111,1.978,2.1307,-0.3491,-0.5804
0,-0.4204,-0.1824,1.3621,-0.0811,1.9222,0.9808,-0.0547,0.4395,-0.8242
0,1.2386,-1.1733,2.2592,-0.4015,0.9815,1.978,-1.313,-0.6996,-0.9867
0,-1.4869,-0.876,-1.0432,-0.7219,-0.4297,-0.6812,2.3956,-0.3491,-0.1741
0,0.7646,-0.7769,-1.0038,-0.6761,-1.6057,-0.6812,-0.8494,1.1404,0.476
0,1.3571,0.214,0.5932,0.0104,0.6875,0.6484,-0.3196,-0.0863,-0.4179
1,1.3571,0.6104,0.5143,-0.5846,0.2171,-0.0164,-0.3859,-0.9625,1.4511
1,1.0016,0.7095,0.4453,-0.5846,0.3935,-0.3488,-0.3196,-0.9625,1.5324
1,0.8831,0.1149,0.6326,-0.7219,0.5699,-0.0164,-0.3859,-0.9625,1.4511
0,-0.1834,3.3852,-1.0432,-0.31,-1.7233,-0.3488,1.4684,-1.4882,-0.0928
1,-0.0649,-0.0833,-1.0235,-0.0811,-0.0181,-1.346,-0.3859,-0.0863,1.2886
0,1.0016,-0.0833,-0.9052,-0.2184,-0.7237,-1.0136,-0.1872,-0.612,1.6136
0,-0.1834,2.2951,-0.8461,-0.1269,-1.2529,-1.346,0.2102,0.9652,2.0199
1,0.6461,-0.876,0.5735,-0.7219,-0.5473,-0.0164,-1.313,-1.4882,0.3947
0,1.7126,-0.7769,-0.925,-0.2642,-0.0769,-0.0164,-0.9157,-1.0501,-0.3366
0,-0.3019,0.214,-1.0235,-0.5388,-1.0765,-0.3488,-0.3859,-1.1378,-1.068
1,-0.0649,0.8086,-0.3532,-0.31,-0.6649,-1.0136,0.5413,-1.313,1.6949
1,0.1721,-1.0742,1.2635,-0.0354,-0.6649,-0.0164,0.4751,-0.9625,1.3698
1,2.7791,-0.9751,-0.9644,-0.2184,0.2171,0.316,-0.9819,0.0013,-0.5804
0,1.4756,-0.7769,0.3369,0.2393,0.9227,0.316,-0.5845,0.2642,0.3947
0,1.1201,-0.1824,0.2186,-0.0811,1.3931,0.6484,0.2102,1.3157,-0.4179
0,-0.0649,-0.6779,1.5987,0.6512,0.8639,1.6456,2.3956,-0.4368,-0.5804
0,1.2386,-0.7769,-0.9447,0.3308,-1.1941,-0.3488,-0.1872,-0.1739,-0.0116
0,1.3571,-0.9751,-0.9052,0.697,-1.4881,-0.0164,0.2764,-0.0863,-0.4179
0,2.3051,-0.4797,-0.6292,-0.1727,-1.1941,-0.3488,-1.1143,0.1766,0.5572
1,0.5276,-0.5788,0.5932,-0.5388,-0.3709,-0.0164,-1.313,-1.4882,0.3947
0,0.5276,-0.5788,0.6917,-0.6761,0.7463,-0.0164,-1.1806,-1.8387,0.5572
1,0.6461,-0.876,0.5735,-0.7219,-0.5473,-0.0164,-1.313,-1.4882,0.3947
0,0.5276,-1.1733,-1.0038,-0.31,-0.0769,-0.3488,-0.3196,2.4548,-0.0116
0,1.5941,-0.5788,0.6326,-0.4015,1.0403,0.316,-1.1143,-1.4006,0.0697
0,1.5941,-0.3806,0.5735,-0.3557,0.9815,0.316,-1.1143,-1.4006,0.0697
0,1.8311,-0.4797,0.2777,-0.4931,-0.7825,-0.0164,-0.9819,-1.313,1.2073
0,1.7126,-0.7769,-0.925,-0.2642,-0.0769,-0.0164,-0.9157,-1.0501,-0.3366
0,1.7126,-0.7769,-0.925,-0.3557,0.1583,-0.0164,-0.9157,-1.0501,-0.3366
0,-0.3019,0.214,-1.0235,-0.5388,-1.0765,-0.3488,-0.3859,-1.1378,-1.068
0,0.0536,-0.6779,-0.9841,-0.2184,-1.1941,-0.3488,0.4088,1.2281,0.3947
0,1.3571,-0.2815,0.5143,-0.0811,-0.2533,1.3132,1.0049,0.0013,-0.4179
0,-0.3019,-0.6779,2.3183,-0.1727,0.3347,1.978,0.6075,-0.8749,-1.4743
0,0.4091,-0.0833,1.2044,-0.4015,0.6875,1.3132,-0.9819,-0.4368,-1.4743
0,8.7042,-0.0833,-1.0432,-0.4015,-0.1357,-0.6812,-0.2534,0.4395,0.476
0,1.2386,0.0158,0.258,-0.0354,0.7463,0.316,-0.9819,0.5271,0.3947
0,0.6461,-0.0833,-1.0432,-0.4015,-0.1357,-0.6812,-0.2534,0.4395,0.476
0,-0.3019,-0.6779,2.3183,-0.1727,0.3347,1.978,0.6075,-0.8749,-1.4743
0,0.4091,-0.0833,1.2044,-0.4015,0.6875,1.3132,-0.9819,-0.4368,-1.4743
1,1.4756,0.214,0.3369,-0.4015,-0.5473,-0.0164,-0.5845,-1.6635,0.5572
1,0.7646,-0.4797,0.258,0.1477,1.5107,-0.0164,-0.3196,-1.6635,0.476
0,0.5276,-0.1824,-0.2743,-0.8135,-0.1945,-0.0164,0.3426,0.4395,0.2322
0,0.2906,-0.9751,1.8156,-0.0811,0.5111,1.978,1.2698,1.5785,-1.2305
0,1.9496,-1.2724,-0.9644,-0.6761,-1.0765,-0.3488,-1.0481,-0.7873,-0.1741
0,2.4236,-1.4706,-1.063,-0.8135,-1.7233,-0.3488,-1.8428,-1.4882,-0.4991
0,1.4756,0.0158,-1.063,-0.2642,-0.1945,-0.0164,-0.3859,-0.6996,-0.4179
0,-1.0129,-1.0742,-1.063,-0.5388,-0.5473,-0.6812,0.1439,-0.612,-0.5804
0,0.5276,-0.1824,-0.2743,-0.8135,-0.1945,-0.0164,0.3426,0.4395,0.2322
0,0.2906,-0.9751,1.8156,-0.0811,0.5111,1.978,1.2698,1.5785,-1.2305
0,0.2906,2.4933,-1.1024,-0.7677,-0.3709,-0.3488,-0.1872,-1.4882,-1.1492
0,0.4091,-1.1733,-1.0038,-0.4015,-0.4885,-0.6812,0.2764,0.7023,0.0697
0,0.5276,-1.3715,-1.0432,-0.3557,-0.4297,-0.3488,0.0777,2.0167,0.0697
0,2.4236,-1.4706,-1.063,-0.8135,-1.7233,-0.3488,-1.8428,-1.4882,-0.4991
0,1.2386,-1.5697,-0.2349,0.1477,-0.1357,0.316,-0.0547,-0.1739,0.0697
0,-0.1834,0.1149,-0.3335,-0.5388,-0.0181,0.316,-0.3859,-0.3491,-0.4991
0,-0.1834,0.214,-0.3138,-0.5388,0.0407,0.316,-0.4521,-0.3491,-0.4991
0,0.2906,0.8086,-0.9052,-0.9508,-0.1945,-1.346,1.0049,0.8776,1.8574
0,1.9496,-1.2724,-0.9644,-0.6761,-1.0765,-0.3488,-1.0481,-0.7873,-0.1741
0,1.2386,-0.9751,-0.2349,0.2393,0.0407,0.316,-0.0547,-0.0863,0.0697
0,-0.3019,-0.876,-1.0235,3.489,0.5699,-0.0164,-0.6508,-1.5759,-1.4743
1,0.5276,-0.6779,-0.9052,-0.3557,0.5111,-1.0136,0.8724,-0.4368,1.6949
1,0.0536,0.214,0.2383,0.5139,-0.6061,0.6484,1.6009,1.2281,0.3947
1,1.2386,1.4032,0.3566,0.4681,-0.1945,0.9808,0.6737,0.9652,0.5572
1,0.0536,-0.3806,-1.0038,-0.6304,-0.0181,-0.3488,1.7333,0.7023,0.1509
0,0.8831,-0.4797,0.7115,-0.4473,0.5699,0.9808,-0.717,0.7899,-0.7429
0,1.2386,-0.9751,-0.2349,0.2393,0.0407,0.316,-0.0547,-0.0863,0.0697
0,-0.7759,1.5023,0.0017,-0.0354,-1.3705,0.6484,0.5413,0.7023,-1.2305
0,2.3051,0.7095,-1.063,-0.4473,-1.2529,-0.6812,-1.5117,-1.4006,-0.0116
0,1.1201,0.214,-0.9052,-0.5846,-0.1357,-1.0136,0.6737,0.2642,1.8574
0,2.6606,0.0158,-0.8658,0.6054,-1.4881,0.6484,-0.2534,-0.2615,-0.3366
1,0.2906,0.6104,-0.9644,-0.8592,-0.5473,-1.346,0.74,-1.4006,1.3698
0,1.1201,0.214,-0.9052,-0.5846,-0.1357,-1.0136,0.6737,0.2642,1.8574
0,2.6606,0.0158,-0.8658,0.6054,-1.4881,0.6484,-0.2534,-0.2615,-0.3366
0,1.9496,-0.876,-0.5701,-0.0811,-0.3709,-0.0164,-0.3196,0.1766,-0.3366
0,0.8831,-0.9751,2.2986,0.0104,0.0407,1.978,-0.8494,-0.6996,-1.068
0,0.7646,-0.876,-0.9052,0.4224,-0.9589,0.316,0.9386,-0.4368,-0.4991
0,0.6461,0.214,0.3566,0.4224,0.8051,0.9808,2.1969,0.7899,-0.6617
0,-0.1834,0.214,-0.2743,-0.3557,-0.0181,0.316,0.1439,-0.2615,-0.4991
0,-0.3019,0.214,-0.3532,-0.2184,0.0407,0.316,0.1439,-0.3491,-0.4991
0,0.6461,0.214,0.3566,0.4224,0.8051,0.9808,2.1969,0.7899,-0.6617
0,0.0536,-0.5788,0.12,0.7885,0.8639,0.6484,2.3294,0.089,-0.1741
0,1.1201,-0.1824,-0.6489,-0.0354,-0.8413,-0.3488,-0.1872,-1.2254,-0.1741
0,1.9496,-1.0742,0.4749,0.102,-0.7237,0.316,-2.0415,-1.313,-0.0116
0,-0.0649,-1.0742,-0.7869,0.3308,1.5107,0.316,2.9254,2.3672,-0.0116
0,-0.7759,-0.0833,-0.9841,0.1935,-0.9001,-0.3488,0.8724,-0.4368,-0.5804
0,0.2906,3.5834,-0.9052,0.1935,-1.0765,0.316,0.8062,0.7899,0.0697
0,-0.5389,-0.9751,1.0861,0.0104,1.0991,1.3132,2.5943,1.6662,-0.3366
0,0.8831,0.3131,1.3818,0.7428,0.8639,1.6456,0.2102,0.3518,-1.2305
0,3.4901,0.3131,1.7761,0.0104,-1.3117,1.978,-0.0547,-0.3491,-0.8242
0,2.5421,0.214,0.1594,-0.31,-0.1945,-0.0164,-1.6441,-1.4882,0.801
1,1.8311,-0.3806,0.1989,-0.31,0.6287,-0.3488,-1.0481,-1.4006,1.1261
0,-0.5389,-0.9751,1.0861,0.0104,1.0991,1.3132,2.5943,1.6662,-0.3366
0,-0.5389,-0.2815,0.2777,-0.0354,0.9815,0.6484,0.1439,-0.612,-1.068
0,0.5276,0.214,1.4015,-0.31,0.6287,1.3132,-1.1143,-0.7873,-1.4743
0,2.8976,0.3131,-1.0038,-0.1727,-0.0769,0.316,-0.5183,-0.2615,-0.5804
0,-0.5389,-0.2815,0.2777,-0.0354,0.9815,0.6484,0.1439,-0.612,-1.068
0,0.5276,0.214,1.4015,-0.31,0.6287,1.3132,-1.1143,-0.7873,-1.4743
0,0.1721,-0.0833,-0.9644,-0.4473,-0.4885,-0.3488,1.0711,-0.0863,0.5572
0,1.2386,-1.3715,-1.0235,-0.8135,-0.3121,-1.0136,-0.717,2.8929,1.4511
0,-0.5389,-1.5697,0.0017,-0.1727,0.8051,0.316,1.0049,-0.4368,-0.0928
0,-0.0649,-0.6779,-1.0235,0.0562,-0.6061,-0.6812,-0.3859,-0.6996,0.1509
0,2.0681,-1.1733,0.1791,-0.1269,-1.5469,0.316,-0.3859,0.8776,-0.0116
0,0.1721,0.1149,-0.5109,0.0562,0.0995,-0.0164,-1.5779,-0.7873,-0.9054
0,-0.5389,-0.0833,0.1791,0.0104,1.0403,0.6484,0.3426,-0.5244,-1.068
0,-0.3019,2.6915,-0.7278,-0.5388,1.2167,-1.0136,-0.2534,-1.6635,1.1261
0,-0.5389,-0.0833,0.1791,0.0104,1.0403,0.6484,0.3426,-0.5244,-1.068
0,-0.6574,-0.3806,-0.9841,5.7775,-0.6649,-0.3488,0.5413,-0.8749,-0.4991
0,-0.1834,0.5113,-0.9447,5.5487,-0.9001,-1.0136,-0.5183,0.089,0.7198
0,0.1721,0.1149,-0.5109,0.0562,0.0995,-0.0164,-1.5779,-0.7873,-0.9054
0,1.5941,0.6104,0.3171,0.0104,1.1579,0.6484,-0.717,0.2642,0.1509
0,-1.4869,1.1059,-0.3335,-0.5388,-0.4885,-1.0136,0.6075,-1.1378,1.7761
1,-1.4869,1.3041,-0.8855,-0.5388,-1.4881,-2.0108,0.8724,0.089,2.4262
0,-0.1834,1.3041,-0.7081,0.102,0.2171,-0.0164,0.3426,-1.2254,-0.8242
1,0.2906,-0.1824,-0.8264,-0.6304,-0.2533,-1.346,1.2035,-0.612,1.9387
0,0.7646,0.4122,-0.925,-0.6761,0.5111,-1.0136,-0.7832,-0.2615,1.6136
1,-1.2499,-0.876,-0.294,-0.2642,0.5111,-0.0164,1.0049,-0.9625,-0.8242
0,0.0536,-0.0833,3.3731,0.5139,1.3931,2.6428,-1.3792,-0.1739,-1.5555
1,1.4756,-0.7769,1.0663,0.102,0.6287,0.9808,-0.6508,-0.2615,-0.4179
0,0.7646,0.4122,-0.925,-0.6761,0.5111,-1.0136,-0.7832,-0.2615,1.6136
0,1.5941,-0.1824,-0.2349,-0.2642,-0.9589,-0.0164,-0.4521,-1.313,-0.3366
1,1.1201,-0.1824,-0.6292,-0.8592,-0.4297,-0.6812,-1.0481,-1.4882,0.6385
1,1.3571,-1.3715,-0.9644,-0.4931,0.3935,-0.3488,0.4751,-0.7873,0.0697
0,1.3571,0.1149,1.0466,-0.4931,0.2759,0.6484,-0.3196,-1.313,0.2322
0,0.7646,-0.876,-0.9447,0.0562,0.3935,-0.3488,1.4022,-0.1739,0.1509
0,0.0536,0.6104,0.1791,-0.0354,1.5107,0.6484,-0.6508,-0.7873,-1.2305
0,-0.7759,-0.7769,-0.9447,0.8801,-1.0765,-0.0164,0.2102,0.2642,-1.068
0,-0.5389,0.9077,1.3621,-0.0354,1.0403,1.3132,-0.3196,-0.0863,-1.6368
1,-0.7759,-0.5788,-0.0772,-0.7677,-0.2533,-0.3488,1.4684,-1.1378,0.6385
1,1.1201,-0.1824,-0.6292,-0.8592,-0.4297,-0.6812,-1.0481,-1.4882,0.6385
0,2.4236,0.4122,-0.9447,0.1935,-1.0765,0.6484,-0.3859,-1.313,-0.9054
0,-0.4204,1.6014,0.258,-0.0354,-1.1353,0.6484,-0.5183,-1.0501,-1.4743
0,0.1721,-1.3715,-0.0969,0.3308,-0.7825,0.316,1.1373,-1.1378,-0.9054
1,2.5421,-1.0742,-1.063,-0.31,0.6287,-0.3488,-0.6508,0.1766,-0.0116
0,-0.5389,-0.1824,0.0017,-0.4015,0.0995,0.316,1.2698,0.3518,-0.6617
0,2.5421,-0.5788,0.7903,0.102,0.9815,1.6456,0.8062,-0.4368,-0.2554
